id,Country,Regional_indicator,Happiness_score,Standard_error_of_ladder_score,upperwhisker,lowerwhisker,Logged_GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Ladder_score_in_Dystopia,Explained_by:_Log_GDP_per_capita,Explained_by:_Social_support,Explained_by:_Healthy_life_expectancy,Explained_by:_Freedom_to_make_life_choices,Explained_by:_Generosity,Explained_by:_Perceptions_of_corruption,Dystopia_residual,Population_(2020),Net_Change,Density,Land_Area,Migrant_net,Rank,Cost_of_Living_Index,Rent_Index,Cost_of_Living_Plus_Rent_Index,Groceries_Index,Restaurant_Price_Index,Local_Purchasing_Power_Index
56,Belgium,Western Europe,6.863500118,0.034370355,6.930866241,6.796133995,10.6736393,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,1.972316742,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,11579477,50295,383,30280,48000,76.75,75.105,27.8075,52.7175,60.51,85.56,97.3075
76,Brazil,Latin America and Caribbean,6.375599861,0.040790688,6.455549717,6.295650005,9.56643486,0.896723807,66.48016357,0.799804807,-0.101812392,0.770601273,1.972316742,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,212253150,1509890,25,8358140,21200,382,41.89555556,12.13444444,27.80666667,29.65333333,36.79666667,42.80444444
100,Bulgaria,Central and Eastern Europe,5.101500034,0.04422117,5.188173294,5.014826775,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,1.972316742,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0,1.294961452,6958627,-51674,64,108560,-4800,415.25,38.05,9.0075,24.3025,31.2775,32.0025,56.9325
116,Cambodia,Southeast Asia,4.848400116,0.058006871,4.962093353,4.734706879,8.249890327,0.773080647,61.52996826,0.959704638,0.051911179,0.822769046,1.972316742,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,16671185,232423,95,176520,-30000,355,45.67,17.63,32.4,45.08,25.71,22.53
124,Canada,North America and ANZ,7.23210001,0.04040546,7.311294556,7.152905464,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,1.972316742,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108,37674770,331107,4,9093510,242032,203.9032258,66.28,28.94322581,48.60612903,61.13387097,63.96645161,115.9174194
152,Chile,Latin America and Caribbean,6.228499889,0.045723889,6.318118572,6.138881207,10.0320549,0.879713595,69.90061951,0.744896293,-0.065668367,0.838239431,1.972316742,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867,19082804,164163,26,743532,111708,328,50.37,17.21,34.68,40.37,50.49,51.83
156,China,East Asia,5.123899937,0.025901664,5.174667358,5.073132515,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539711,1.972316742,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,1438207241,5540090,153,9388211,-348399,386.1666667,41.81666667,22.93166667,32.87666667,39.345,31.49833333,82.865
170,Colombia,Latin America and Caribbean,6.163400173,0.056480873,6.274102688,6.052697659,9.500369072,0.884440243,67.69958496,0.836179912,-0.161235645,0.86457181,1.972316742,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,50771878,543448,46,1109500,204796,463.25,33.3475,10.22,22.3975,25.925,24.8775,38.375
188,Costa Rica,Latin America and Caribbean,7.121399879,0.044816118,7.209239483,7.033560276,9.658156395,0.901545942,71.29985046,0.934738934,-0.10242971,0.786332428,1.972316742,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014,5084636,46557,100,51060,4200,298,57.84,18.15,39.05,54,50.33,53.97
191,Croatia,Central and Eastern Europe,5.504700184,0.037783645,5.578756332,5.430644035,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,1.972316742,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,4110214,-25037,73,55960,-8001,325.5,50.9325,11.7375,32.38,40.485,42.7175,58.3225
196,Cyprus,Western Europe,6.15899992,0.050605938,6.258187771,6.059812069,10.40570259,0.805996239,73.70222473,0.779858291,0.043731496,0.856271744,1.972316742,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,1205577,8784,131,9240,5000,293.6666667,57.66333333,18.12666667,38.95,44.19333333,64.73,77.48333333
208,Denmark,Western Europe,7.645599842,0.033492286,7.711244583,7.579955101,10.77400112,0.955990791,72.40250397,0.951444268,0.066201776,0.168489456,1.972316742,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688,5788108,20326,137,42430,15200,27.5,84.0375,31.945,59.3775,63.4175,104.6425,114.6175
214,Dominican Republic,Latin America and Caribbean,5.689199924,0.069831297,5.826069355,5.552330494,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,1.972316742,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,10825682,108952,225,48320,-30000,352,45.88,11.73,29.72,35.34,43.65,32.05
218,Ecuador,Latin America and Caribbean,5.925199986,0.052880634,6.028846264,5.821553707,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,1.972316742,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,17587526,269392,71,248360,36400,371,44.25333333,13.43,29.66333333,38.51,33.29333333,39.96
818,Egypt,Middle East and North Africa,4.151400089,0.035979424,4.221919537,4.080880642,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,1.972316742,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,101930276,1946331,103,995450,-38033,515.5,24.8,4.455,15.17,21.2,21.14,24.685
222,El Salvador,Latin America and Caribbean,6.34829998,0.058248438,6.462466717,6.234133244,8.909075737,0.806092262,66.10826111,0.833805263,-0.121072978,0.754319906,1.972316742,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725,6479609,32652,313,20720,-40539,345,47.22,15.92,32.4,45.6,35.92,32.08
233,Estonia,Central and Eastern Europe,6.021800041,0.035985194,6.092330933,5.95126915,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,1.972316742,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,1326357,887,31,42390,3911,318,52.44,15.74,35.065,37.67,52.5,78.745
231,Ethiopia,Sub-Saharan Africa,4.186200142,0.038915094,4.262473583,4.109926701,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,1.972316742,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,114357494,2884858,115,1000000,30000,330,49.96,28.77,39.93,39.26,25.06,11.84
246,Finland,Western Europe,7.808700085,0.031156305,7.869766235,7.747633934,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,1.972316742,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026,5539002,8564,18,303890,14000,82.75,75.8875,28.87,53.63,60.3825,86.6,117.9825
250,France,Western Europe,6.663799763,0.037576791,6.737450123,6.590149403,10.58422279,0.937103748,73.80193329,0.825467646,-0.130641967,0.583521128,1.972316742,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338,65244628,143783,119,547557,36527,92.09090909,74.89545455,26.67363636,52.06909091,65.27,74.46727273,99.23818182
268,Georgia,Commonwealth of Independent States,4.672599792,0.043417413,4.757698059,4.587501526,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,1.972316742,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,3990681,-7598,57,69490,-10000,488,30.22,10.46,20.87,23.36,29.22,39.57
276,Germany,Western Europe,7.075799942,0.035609804,7.145595074,7.00600481,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,1.972316742,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462,83730223,266897,240,348560,543822,170.1764706,68.82058824,28.27588235,49.62764706,52.33764706,66.16176471,127.12
288,Ghana,Sub-Saharan Africa,5.147999763,0.058634609,5.262923717,5.033075809,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.847964764,1.972316742,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,2.378437281,30936375,655084,137,227540,-10000,300,57.23,36.27,47.31,50.61,35.26,14.15
300,Greece,Western Europe,5.514999866,0.046931833,5.606986046,5.423013687,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,1.972316742,1.128070116,1.168973565,0.979431748,0.173516348,0,0.048844352,2.016179085,10433037,-50401,81,128900,-16000,288,59.205,12.005,36.855,44.205,60.365,51.16
320,Guatemala,Latin America and Caribbean,6.398900032,0.058398303,6.5133605,6.284439564,8.924805641,0.816621482,64.8089447,0.908147573,-0.042938665,0.783237457,1.972316742,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,17846248,334096,167,107160,-9215,362,44.39,14.77,30.37,39.08,34.49,39.76
348,Hungary,Central and Eastern Europe,6.000400066,0.039473221,6.077767372,5.923032761,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,1.972316742,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722,9665192,-24328,107,90530,6000,399,40.06666667,11.64333333,26.61333333,31.00666667,31.51333333,53.70666667
352,Iceland,Western Europe,7.504499912,0.059615862,7.621346951,7.387652874,10.77255917,0.974669576,73,0.948891878,0.246944219,0.711709738,1.972316742,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114,340795,2212,3,100250,380,7,112.57,57.4,86.45,98.53,127.87,94.21
356,India,South Asia,3.573299885,0.027702235,3.627596378,3.519003391,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,1.972316742,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859,1377233523,13586631,464,2973190,-532687,517.6333333,24.424,6.095666667,15.74766667,23.68366667,18.05833333,74.81066667
360,Indonesia,Southeast Asia,5.285600185,0.047692381,5.379077435,5.192122936,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,1.972316742,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,272931713,2898047,151,1811570,-98955,418.8,37.858,9.196,24.29,39.968,18.874,30.72
364,Iran,Middle East and North Africa,4.672399998,0.055878021,4.78192091,4.562879086,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,1.972316742,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,83771587,1079043,52,1628550,-55000,453,34.19,18.48,26.75,28.27,29.54,40.89
368,Iraq,Middle East and North Africa,4.784800053,0.077791877,4.937272072,4.632328033,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,1.972316742,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662,40031626,912710,93,434320,7834,360.5,44.84,12.89,29.715,36.975,35.715,47.93
372,Ireland,Western Europe,7.093699932,0.039863452,7.171832085,7.01556778,11.16097832,0.942081571,72.30078888,0.886982977,0.145784974,0.357184172,1.972316742,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174,4926480,55291,72,68890,23604,100.75,74.245,39.965,58.015,60.285,76.3825,98.145
376,Israel,Middle East and North Africa,7.128600121,0.042515181,7.211929798,7.045270443,10.41752529,0.913571239,73.20025635,0.747580588,0.10259372,0.78085506,1.972316742,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402,8627444,136158,400,21640,10000,84,74.895,31.9425,54.56,58.1225,84.3325,98.085
380,Italy,Western Europe,6.38740015,0.043288074,6.47224474,6.302555561,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,1.972316742,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,60479424,-88249,206,294140,148943,158.6363636,69.62,24.18454545,48.11181818,57.83454545,73.15545455,79.81181818
388,Jamaica,Latin America and Caribbean,5.889800072,0.120590433,6.126157284,5.65344286,9.006250381,0.915701866,67.09999847,0.858068526,-0.125106767,0.888890028,1.972316742,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,2958567,12888,273,10830,-11332,232,64.59,15.89,41.54,64.91,41.79,29.03
392,Japan,East Asia,5.870800018,0.041391667,5.951927662,5.789672375,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,1.972316742,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,126552765,-383840,347,364555,71560,55,79.655,29.39,55.865,75.02,50.39,107.595
400,Jordan,Middle East and North Africa,4.633399963,0.058751218,4.748552322,4.518247604,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,1.972316742,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,10182442,101440,115,88780,10220,307,54.72,12.29,34.63,43.18,53.3,45.41
398,Kazakhstan,Commonwealth of Independent States,6.057899952,0.043229785,6.1426301,5.973169804,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,1.972316742,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,18730568,225280,7,2699700,-18000,461,33.705,11.84,23.355,26.155,34.33,42.31
404,Kenya,Sub-Saharan Africa,4.583000183,0.067804985,4.715898037,4.450102329,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,1.972316742,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,1.684904575,53521116,1197323,94,569140,-10000,381,41.76,13.17,28.23,36.97,35.98,30.62
428,Latvia,Central and Eastern Europe,5.949999809,0.034838136,6.018282413,5.881717205,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,1.972316742,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,1890218,-20545,30,62200,-14837,323,50.82,13.56,33.18,36.36,47.56,56.56
422,Lebanon,Middle East and North Africa,4.771500111,0.043753985,4.857257843,4.685742378,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,1.972316742,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,6831445,-30268,667,10230,-30012,275,60.79,32.31,47.31,42.01,64.39,54.43
440,Lithuania,Central and Eastern Europe,6.215499878,0.044193108,6.302118301,6.128881454,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,1.972316742,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,2729553,-37338,43,62674,-32780,347.3333333,47.05666667,13.19,31.02333333,35.29,44.55666667,60.32
442,Luxembourg,Western Europe,7.237500191,0.030851794,7.297969818,7.177030563,11.45068073,0.906912208,72.59999847,0.90563643,-0.004620588,0.367084295,1.972316742,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,623861,10249,242,2590,9741,22,86.85,61.31,74.76,70.75,99.49,120.25
458,Malaysia,Southeast Asia,5.384300232,0.048802696,5.479953289,5.288647175,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,1.972316742,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,32280610,416222,99,328550,50000,370.8571429,43.16428571,10.78,27.83714286,44.61571429,23.25142857,66.44857143
#N/A,Maldives,South Asia,5.197599888,0.071985401,5.338691235,5.056508541,9.518632889,0.91316092,70.59999847,0.853962779,0.038085498,0.824211061,1.972316742,0.937864304,1.402287602,0.914439559,0.548203647,0.224198252,0.071906492,1.098674774,538558,9591,1802,300,11370,145,70.45,31.96,52.23,71.79,39.36,28.32
#N/A,Malta,Western Europe,6.772799969,0.042958103,6.856997967,6.688601971,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,1.972316742,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,441308,1171,1380,320,900,146,70.33,35.72,53.94,55.05,82.28,70.43
484,Mexico,Latin America and Caribbean,6.465000153,0.048122469,6.559319973,6.370680332,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,1.972316742,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197,128655589,1357224,66,1943950,-60000,479.5555556,31.43555556,10.70333333,21.62333333,27.56111111,28.86,56.08555556
498,Moldova,Commonwealth of Independent States,5.607500076,0.042275578,5.690360069,5.524640083,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,1.972316742,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,4035814,-9300,123,32850,-1387,463,33.75,8.66,21.87,25.05,30.43,32.92
496,Mongolia,East Asia,5.456200123,0.040313236,5.535213947,5.377186298,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,1.972316742,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563,3267320,53123,2,1553560,-852,455,34.16,9.46,22.47,31.33,24.29,33.64
499,Montenegro,Central and Eastern Europe,5.54610014,0.04898582,5.642112255,5.450088024,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,1.972316742,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,628050,79,47,13450,-480,400,39.83,9.68,25.56,29.54,34.44,52.16
504,Morocco,Middle East and North Africa,5.094799995,0.05565045,5.203875065,4.985724926,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,1.972316742,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472,36820713,438791,83,446300,-51419,424,37.135,14.36,26.35,30.85,27.53,43.485
516,Namibia,Sub-Saharan Africa,4.571100235,0.060983475,4.690628052,4.451572418,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,1.972316742,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,1.503033161,2531290,46375,3,823290,-4806,354,45.84,20.34,33.77,40.21,43.45,55.74
524,Nepal,South Asia,5.137199879,0.057692084,5.250276566,5.024123192,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,1.972316742,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,29027347,528098,203,143350,41710,477,31.89,5.15,19.23,27.07,20.72,26.48
528,Netherlands,Western Europe,7.448900223,0.02779175,7.503372192,7.394428253,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,1.972316742,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062,17127290,37742,508,33720,16000,81.5,75.35125,36.27,56.85125,58.05,83.225,103.93125
554,New Zealand,North America and ANZ,7.299600124,0.039465468,7.376952648,7.222247601,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,1.972316742,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025,4814272,39170,18,263310,14881,122.4,72.09,30.756,52.524,62.65,67.192,111.822
566,Nigeria,Sub-Saharan Africa,4.724100113,0.05211626,4.826248169,4.621952057,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,1.972316742,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487,205052107,5175990,226,910770,-60000,470,33.33,30.24,31.86,27.68,27.83,19.41
578,Norway,Western Europe,7.487999916,0.034837384,7.55628109,7.419718742,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.263218194,1.972316742,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296,5412632,42384,15,365268,28000,10.75,105.185,41.67,75.12,89.7775,121.4425,109.5475
586,Pakistan,South Asia,5.69329977,0.048216224,5.78780365,5.598795891,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.745705426,1.972316742,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,219992900,4327022,287,770880,-233379,513.3333333,25.19666667,6.3,16.25333333,22.34,20.29666667,42.17333333
591,Panama,Latin America and Caribbean,6.304800034,0.059724931,6.421860695,6.187739372,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,1.972316742,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,2.221176147,4300667,68328,58,74340,11200,306,54.91,30.02,43.13,48.72,56.33,43.49
600,Paraguay,Latin America and Caribbean,5.692100048,0.051957864,5.793937683,5.590262413,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,1.972316742,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,7114524,87902,18,397300,-16556,468,33.49,10.53,22.62,26.16,26.26,37.3
604,Peru,Latin America and Caribbean,5.796800137,0.061311204,5.916970253,5.67663002,9.456313133,0.831075251,68.10023499,0.824766099,-0.16238822,0.893714964,1.972316742,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,32876986,461401,26,1280000,99069,385,41.47,15.51,29.18,36.03,31.08,39.34
608,Philippines,Southeast Asia,6.006000042,0.049858402,6.103722572,5.908277512,8.993545532,0.846730053,61.92676163,0.915463448,-0.105463006,0.733634114,1.972316742,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886,109280343,1464463,368,298170,-67152,430.6666667,37.31166667,12.055,25.35666667,35.225,21.185,29.79
616,Poland,Central and Eastern Europe,6.186299801,0.035500165,6.255880356,6.116719246,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,1.972316742,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,37854825,-41157,124,306230,-29395,404.8181818,39.22727273,15.11454545,27.81181818,29.52545455,33.78181818,71.30636364
620,Portugal,Western Europe,5.910900116,0.053158198,6.015089989,5.806710243,10.26374245,0.886590719,72.40202332,0.888747811,-0.220714301,0.892629504,1.972316742,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,10202571,-29478,111,91590,-6000,322.6,51.022,19.212,35.966,39.83,40.78,61.146
642,Romania,Central and Eastern Europe,6.123700142,0.047432564,6.216668129,6.030732155,10.107584,0.825161517,67.20723724,0.842823207,-0.19781521,0.934300244,1.972316742,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767,19262731,-126866,84,230170,-73999,429.2,36.687,9.781,23.952,28.972,32.125,56.639
643,Russia,Commonwealth of Independent States,5.546000004,0.039609671,5.623634815,5.468365192,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,1.972316742,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,145922010,62206,9,16376870,182456,443,35.56,12.11666667,24.46416667,28.48,36.19583333,48.42166667
682,Saudi Arabia,Middle East and North Africa,6.406499863,0.056533612,6.517305851,6.295693874,10.79781246,0.874067068,66.30514526,0.854191244,-0.168695062,0.682619512,1.972316742,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,34701377,545343,16,2149690,134979,331.25,49.5325,13.2375,32.35,39.9025,34.145,123.6
688,Serbia,Central and Eastern Europe,5.77820015,0.050712325,5.877596378,5.678803921,9.680980682,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,1.972316742,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,8744288,-34864,100,87460,4000,431.6666667,36.55333333,8.07,23.07,26.78333333,30.78333333,44.07333333
